id,img_path,mask_path,label_raw,label_bin,frameID,primary_date,secondary_date,subset
1980_2,InSAR_img/1980_2.png,,0,0,124D_05291_081406,20200215,20200221,train
9866_6,InSAR_img/9866_6.png,,0,0,155D_02579_100800,20171223,20180203,train
6873_1,InSAR_img/6873_1.png,,0,0,087D_07004_060904,20200822,20200903,train
11339_3,InSAR_img/11339_3.png,,0,0,014A_07688_131313,20180804,20180909,train
16313_12,InSAR_img/16313_12.png,,0,0,124D_04854_171313,20201006,20201012,train
16134_1,InSAR_img/16134_1.png,,0,0,124D_04854_171313,20191024,20191030,train
4684_40,InSAR_img/4684_40.png,,0,0,152D_09114_131313,20200920,20201107,train
13823_5,InSAR_img/13823_5.png,,0,0,146D_12613_231107,20190814,20190919,test
16745_10,InSAR_img/16745_10.png,,0,0,109D_05390_141615,20201122,20201216,train
13883_2,InSAR_img/13883_2.png,,0,0,146D_12613_231107,20200305,20200317,train
12210_1,InSAR_img/12210_1.png,,0,0,081A_12881_141414,20190605,20190723,test
16577_10,InSAR_img/16577_10.png,,0,0,109D_05390_141615,20180916,20181004,train
17433_2,InSAR_img/17433_2.png,,0,0,162A_06192_060402,20160220,20160315,train
13666_0,InSAR_img/13666_0.png,,0,0,083D_12636_131313,20200927,20201015,train
14480_3,InSAR_img/14480_3.png,,0,0,156A_05796_080500,20210130,20210319,test
7477_3,InSAR_img/7477_3.png,,0,0,032D_07536_111313,20181010,20181115,train
18565_1,InSAR_img/18565_1.png,,0,0,162A_06192_060402,20210512,20210530,train
16692_1,InSAR_img/16692_1.png,,0,0,109D_05390_141615,20200414,20200502,train
8020_1,InSAR_img/8020_1.png,,0,0,142A_07606_131313,20190422,20190609,test
13421_6,InSAR_img/13421_6.png,,0,0,083D_12636_131313,20190903,20190927,train
6073_4,InSAR_img/6073_4.png,,0,0,087D_07004_060904,20170919,20180318,test
3504_0,InSAR_img/3504_0.png,,0,0,174A_09133_131313,20190617,20190623,train
4185_5,InSAR_img/4185_5.png,,0,0,022D_04826_121209,20180302,20180314,test
10618_9,InSAR_img/10618_9.png,,0,0,155D_02579_100800,20210424,20210512,train
12501_8,InSAR_img/12501_8.png,,0,0,005A_07021_131313,20200213,20200225,train
4598_110,InSAR_img/4598_110.png,,0,0,152D_09114_131313,20200205,20200312,train
12774_2,InSAR_img/12774_2.png,,0,0,175D_12845_111312,20200915,20201021,train
16421_12,InSAR_img/16421_12.png,,0,0,124D_04854_171313,20210603,20210627,train
16489_15,InSAR_img/16489_15.png,,0,0,109D_05390_141615,20170506,20170518,test
341_1,InSAR_img/341_1.png,,0,0,049A_07091_051113,20180912,20181117,train
16616_5,InSAR_img/16616_5.png,,0,0,109D_05390_141615,20190426,20190502,train
15341_6,InSAR_img/15341_6.png,,0,0,086A_06208_131313,20201120,20210107,train
11763_6,InSAR_img/11763_6.png,,0,0,079D_07694_131313,20181107,20181119,train
15991_1,InSAR_img/15991_1.png,,0,0,124D_04854_171313,20181128,20181204,train
6647_0,InSAR_img/6647_0.png,,0,0,087D_07004_060904,20191027,20191108,train
11736_0,InSAR_img/11736_0.png,,0,0,079D_07694_131313,20180722,20180803,train
3241_5,InSAR_img/3241_5.png,,0,0,174A_09133_131313,20180117,20180210,train
1884_11,InSAR_img/1884_11.png,,0,0,124D_05291_081406,20190918,20190930,train
16111_15,InSAR_img/16111_15.png,,0,0,124D_04854_171313,20190906,20190918,test
16375_0,InSAR_img/16375_0.png,,0,0,124D_04854_171313,20210329,20210422,train
9170,InSAR_img/9170.png,mask/9170.png,6,1,144A_SM_REUN_S6,20190209,20190305,train
16829,InSAR_img/16829.png,mask/16829.png,3,1,106A_09090_000404,20170705,20170810,train
12925,InSAR_img/12925.png,mask/12925.png,1,1,083D_12636_131313,20151217,20160322,train
694,InSAR_img/694.png,mask/694.png,3,1,128D_09016_110500,20160418,20160524,test
13333_0,InSAR_img/13333_0.png,mask/13333_0.png,1,1,083D_12636_131313,20190430,20191009,train
16879,InSAR_img/16879.png,mask/16879.png,3,1,106A_09090_000404,20180206,20180302,train
9328,InSAR_img/9328.png,mask/9328.png,6,1,151D_SM_REUN_S4,20150812,20151116,train
13170,InSAR_img/13170.png,mask/13170.png,1,1,083D_12636_131313,20180517,20181101,train
16914,InSAR_img/16914.png,mask/16914.png,1,1,106A_09090_000404,20180712,20180718,test
16833,InSAR_img/16833.png,mask/16833.png,3,1,106A_09090_000404,20170729,20170810,train
1866,InSAR_img/1866.png,mask/1866.png,1,1,124D_05291_081406,20190813,20190825,train
7097,InSAR_img/7097.png,mask/7097.png,2,1,087D_07004_060904,20210829,20210928,train
16956,InSAR_img/16956.png,mask/16956.png,3,1,106A_09090_000404,20181016,20181022,train
16864,InSAR_img/16864.png,mask/16864.png,3,1,106A_09090_000404,20171208,20180101,test
8736,InSAR_img/8736.png,mask/8736.png,3,1,032D_09854_070505,20200226,20200321,train
650,InSAR_img/650.png,mask/650.png,3,1,128D_09016_110500,20151208,20160206,train
6180_0,InSAR_img/6180_0.png,mask/6180_0.png,2,1,087D_07004_060904,20180523,20180604,train
1044,InSAR_img/1044.png,mask/1044.png,3,1,128D_09016_110500,20190322,20190409,test
1966,InSAR_img/1966.png,mask/1966.png,1,1,124D_05291_081406,20200122,20200209,train
15794,InSAR_img/15794.png,mask/15794.png,4,1,124D_04854_171313,20180315,20180917,train
8443,InSAR_img/8443.png,mask/8443.png,5,1,032D_09854_070505,20180811,20180829,train
713,InSAR_img/713.png,mask/713.png,3,1,128D_09016_110500,20160605,20160711,train
9414,InSAR_img/9414.png,mask/9414.png,3,1,151D_SM_REUN_S4,20170515,20170620,train
9489_1,InSAR_img/9489_1.png,mask/9489_1.png,3,1,151D_SM_REUN_S4,20180404,20180510,train
8902,InSAR_img/8902.png,mask/8902.png,2,1,144A_SM_REUN_S6,20150507,20150624,test
6464_0,InSAR_img/6464_0.png,mask/6464_0.png,1,1,087D_07004_060904,20190331,20190611,test
852,InSAR_img/852.png,mask/852.png,1,1,128D_09016_110500,20170928,20180315,train
